User,Artist,Songs,Categories,Region,YT_link
Yahis,Bryan Adams,['Heaven'],['Pop Hits'],Canada,"[""https://www.youtube.com/watch?v=s6TtwR2Dbjg""]"
Yahis,Calum Scott,['Dancing On My Own'],['Deep & Dramatic'],UK,"[""https://www.youtube.com/watch?v=nnQMd5ugUR8""]"
Yahis,Carly Rae Jepsen,['Call Me Maybe'],['Pop Hits'],Canada,"[""https://www.youtube.com/watch?v=fWNaR-rxAic""]"
Yahis,Celine Dion,['My Heart Will Go On'],['Soundtrack & OST'],Canada,"[""https://www.youtube.com/watch?v=9bFHsd3o1w0""]"
Yahis,Chanyeol & Punch,['Stay With Me'],['Ballads & Healing'],Korea,"[""https://www.youtube.com/watch?v=gczLiXqHR-8""]"
Yahis,Cheer Chen,['旅行的意义'],['Folk & Acoustic'],Taiwan,"[""https://www.youtube.com/watch?v=Cyguwn_0uuY""]"
Yahis,Christina Aguilera / Liu Yifei,['Reflection'],['Soundtrack & OST'],"China, USA","[""https://www.youtube.com/watch?v=v-JnjcOAIsY""]"
Yahis,Christina Perri,['A Thousand Years'],['Pop Hits'],USA,"[""https://www.youtube.com/watch?v=rtOvBOTyX00""]"
Yahis,Coldplay,['The Scientist'],['Deep & Dramatic'],UK,"[""https://www.youtube.com/watch?v=QSVfXaFNFho""]"
Yahis,Crush,['Beautiful'],['Ballads & Healing'],Korea,"[""https://www.youtube.com/watch?v=W0cs6ciCt_k""]"
Yahis,Cyndi Wang,['Love You'],['Ballads & Healing'],Taiwan,"[""https://www.youtube.com/watch?v=Fx6KF_WSrD0""]"
Yahis,Eagles,['Hotel California'],['Classic & Retro'],USA,"[""https://www.youtube.com/watch?v=dLl4PZtxia8""]"
Yahis,Eason Chan,['Red Rose'],['Ballads & Healing'],Hong Kong,"[""https://www.youtube.com/watch?v=TEVbbBa_NHg""]"
Yahis,Ed Sheeran,"['Shivers', 'The A Team']","['Pop Hits', 'Folk & Acoustic']",UK,"[""https://www.youtube.com/watch?v=Il0S8BoucSA"", ""https://www.youtube.com/watch?v=UAWcs5H-qgQ""]"
Yahis,Ellie Goulding,['Love Me Like You Do'],['Pop Hits'],UK,"[""https://www.youtube.com/watch?v=725WlG1idPc""]"
Yahis,F.I.R.,['Crescent Bay'],['Ballads & Healing'],Taiwan,"[""https://www.youtube.com/watch?v=-BPCpbSvuKQ""]"
Yahis,Gloria Gaynor,['I Will Survive'],['Classic & Retro'],USA,"[""https://www.youtube.com/watch?v=6dYWe1c3OyU""]"
Yahis,Gummy,['You Are My Everything'],['Ballads & Healing'],Korea,"[""https://www.youtube.com/watch?v=ToASX6axGuw""]"
Yahis,Harry Styles,['Watermelon Sugar'],['Pop Hits'],UK,"[""https://www.youtube.com/watch?v=E07s5ZYygMg""]"
Yahis,Hebee Tien,['A Little Happiness'],['Ballads & Healing'],Taiwan,"[""https://www.youtube.com/watch?v=3wHysX3q_sA""]"
Yahis,IU,"['Love Poem', 'Ending Scene', 'Good Day', 'My Sea']","['Ballads & Healing', 'Ballads & Healing', 'Ballads & Healing', 'Ballads & Healing']",Korea,"[""https://www.youtube.com/watch?v=OcVmaIlHZ1o"", ""https://www.youtube.com/watch?v=Rh5ok0ljrzA"", ""https://www.youtube.com/watch?v=cRdvzzWIfkA"", ""https://www.youtube.com/watch?v=6pM59wN4D8w""]"
Yahis,Idina Menzel,"['Let It Go', 'Into the Unknown']","['Pop Hits', 'Soundtrack & OST']",USA,"[""https://www.youtube.com/watch?v=YVVTZgwYwVo"", ""https://www.youtube.com/watch?v=gIOyB9ZXn8s""]"
Yahis,Jack Johnson,['Banana Pancakes'],['Folk & Acoustic'],USA,"[""https://www.youtube.com/watch?v=OkyrIRyrRdY""]"
Yahis,James Arthur,"[""Say You Won't Let Go""]",['Deep & Dramatic'],UK,"[""https://www.youtube.com/watch?v=0yW7w8F2TVA""]"
Yahis,Jay Chou,"['七里香', '青花瓷', 'Rice Fragrance', 'Love Confession', 'Red Dust Inn', ""I'm Very Busy""]","['Folk & Acoustic', 'Folk & Acoustic', 'Ballads & Healing', 'Ballads & Healing', 'Deep & Dramatic', 'Deep & Dramatic']",Taiwan,"[""https://www.youtube.com/watch?v=Bbp9ZaJD_eA"", ""https://www.youtube.com/watch?v=Z8Mqw0b9ADs"", ""https://www.youtube.com/watch?v=vdyXuvYnKpc"", ""https://www.youtube.com/watch?v=kXU6E7RSotI"", ""https://www.youtube.com/watch?v=L6joGUdc6y4"", ""https://www.youtube.com/watch?v=nSW3Q9FYF0o""]"
Yahis,John Denver,"['Take Me Home, Country Roads']",['Classic & Retro'],USA,"[""https://www.youtube.com/watch?v=1vrEljMfXYo""]"
Yahis,John Legend,['All of Me'],['Pop Hits'],USA,"[""https://www.youtube.com/watch?v=450p7goxZqg""]"
Yahis,John Lennon,['Imagine'],['Classic & Retro'],UK,"[""https://www.youtube.com/watch?v=YkgkThdzX-8""]"
Yahis,Joji,"['Glimpse of Us', 'Slow Dancing in the Dark']","['Deep & Dramatic', 'Deep & Dramatic']","Japan, USA","[""https://www.youtube.com/watch?v=FvOpPeKSf_4"", ""https://www.youtube.com/watch?v=K3Qzzggn--s""]"
Yahis,Kelly Clarkson,['Because of You'],['Pop Hits'],USA,"[""https://www.youtube.com/watch?v=Ra-Om7UMSJc""]"
Yahis,Kristen Bell & Idina Menzel,['For the First Time in Forever'],['Soundtrack & OST'],USA,"[""https://www.youtube.com/watch?v=wmoR82v6G5o""]"
Yahis,Labrinth,['Jealous'],['Deep & Dramatic'],UK,"[""https://www.youtube.com/watch?v=50VWOBi0VFs""]"
Yahis,Lady Gaga,['Always Remember Us This Way'],['Deep & Dramatic'],USA,"[""https://www.youtube.com/watch?v=p1godKRBeZc""]"
Yahis,Lady Gaga & Bradley Cooper,['Shallow'],['Soundtrack & OST'],USA,"[""https://www.youtube.com/watch?v=bo_efYhYU2A""]"
Yahis,Lee Hi,"['Only', 'Breathe']","['Ballads & Healing', 'Ballads & Healing']",Korea,"[""https://www.youtube.com/watch?v=HbC1t9SAtMk"", ""https://www.youtube.com/watch?v=5iSlfF8TQ9k""]"
Yahis,Lee Hong Gi,['Still'],['Deep & Dramatic'],Korea,"[""https://www.youtube.com/watch?v=oXCXlPJ57rE""]"
Yahis,Lewis Capaldi,['Someone You Loved'],['Deep & Dramatic'],UK,"[""https://www.youtube.com/watch?v=FGGo8LFmbjs""]"
Yahis,Li Jian & Sun Li,['风吹麦浪'],['Folk & Acoustic'],China,"[""https://www.youtube.com/watch?v=O0Q29aP2ZFE""]"
Yahis,Mandy Moore & Zachary Levi,['I See the Light'],['Soundtrack & OST'],USA,"[""https://www.youtube.com/watch?v=hYbHzzWmKUs""]"
Yahis,MeloMance,"['Love, Maybe']",['Ballads & Healing'],Korea,"[""https://www.youtube.com/watch?v=2v0InJbwc9E""]"
Yahis,Michael Bublé,['Home'],['Folk & Acoustic'],Canada,"[""https://www.youtube.com/watch?v=lbSOLBMUvIE""]"
Yahis,Modern Talking,"['Cheri, Cheri Lady']",['Pop Hits'],Germany,"[""https://www.youtube.com/watch?v=eNvUS-6PTbs""]"
Yahis,Natalie Imbruglia,['Torn'],['Pop Hits'],Australia,"[""https://www.youtube.com/watch?v=VV1XWJN3nJo""]"
Yahis,Olivia Rodrigo,['Drivers License'],['Pop Hits'],USA,"[""https://www.youtube.com/watch?v=_Bjf-iExroI""]"
Yahis,One Direction,"['Story of My Life', 'Half a Heart', 'What Makes You Beautiful']","['Pop Hits', 'Deep & Dramatic', 'Pop Hits']",UK,"[""https://www.youtube.com/watch?v=W-TE_Ys4iwM"", ""https://www.youtube.com/watch?v=sW7JmJmcUWg"", ""https://www.youtube.com/watch?v=QJO3ROT-A4E""]"
Yahis,Park Hyo Shin,['Good Bye'],['Deep & Dramatic'],Korea,"[""https://www.youtube.com/watch?v=78tHFSzMPKk""]"
Yahis,Pu Shu,['Ordinary Road'],['Ballads & Healing'],China,"[""https://www.youtube.com/watch?v=867jz5wd1ME""]"
Yahis,Queen,['Bohemian Rhapsody'],['Classic & Retro'],UK,"[""https://www.youtube.com/watch?v=fJ9rUzIMcZQ""]"
Yahis,Radiohead,['Creep'],['Deep & Dramatic'],UK,"[""https://www.youtube.com/watch?v=XFkzRNyygfk""]"
Yahis,Ren Ran,['Suffering Person'],['Deep & Dramatic'],China,"[""https://www.youtube.com/watch?v=dxx75JMHtLk""]"
Yahis,Rene Liu,['Later'],['Ballads & Healing'],China,"[""https://www.youtube.com/watch?v=t0igPuDjYUE""]"
Yahis,Robbie Williams,['Angels'],['Pop Hits'],UK,"[""https://www.youtube.com/watch?v=luwAMFcc2f8""]"
Yahis,Sam Smith,"[""I'm Not The Only One"", 'Too Good at Goodbyes']","['Deep & Dramatic', 'Deep & Dramatic']",UK,"[""https://www.youtube.com/watch?v=nCkpzqqog4k"", ""https://www.youtube.com/watch?v=J_ub7Etch2U""]"
Yahis,Silence Wang,['Smile Alluring'],['Ballads & Healing'],China,"[""https://www.youtube.com/watch?v=PlufgOTIsbw""]"
Yahis,Taeyeon,['All About You'],['Ballads & Healing'],Korea,"[""https://www.youtube.com/watch?v=y9dpVNRSA6k""]"
Yahis,Taeyeon ft. Dean,['Starlight'],['Ballads & Healing'],Korea,"[""https://www.youtube.com/watch?v=8zvWtLxCrLw""]"
Yahis,Tanya Chua,['Red High Heels'],['Ballads & Healing'],Singapore,"[""https://www.youtube.com/watch?v=4mmL07h3MMo""]"
Yahis,Taylor Swift,"['All Too Well (10 Minute Version)', 'Back to December', 'Anti-Hero', 'Invisible', 'The Story of Us', 'Enchanted', 'Begin Again']","['Deep & Dramatic', 'Deep & Dramatic', 'Pop Hits', 'Pop Hits', 'Pop Hits', 'Pop Hits', 'Pop Hits']",USA,"[""https://www.youtube.com/watch?v=sRxrwjOtIag"", ""https://www.youtube.com/watch?v=QUwxKWT6m7U"", ""https://www.youtube.com/watch?v=b1kbLwvqugk"", ""https://www.youtube.com/watch?v=O7mVcg4bEuQ"", ""https://www.youtube.com/watch?v=nN6VR92V70M"", ""https://www.youtube.com/watch?v=igIfiqqVHtA"", ""https://www.youtube.com/watch?v=cMPEd8m79Hw""]"
Yahis,Taylor Swift ft. Bon Iver,['Exile'],['Deep & Dramatic'],USA,"[""https://www.youtube.com/watch?v=o5SQIECedTY""]"
Yahis,Taylor Swift ft. Colbie Caillat,['Breathe'],['Pop Hits'],USA,"[""https://www.youtube.com/watch?v=L6eqfnWIjfI""]"
Yahis,Taylor Swift ft. Ed Sheeran,['Everything Has Changed'],['Pop Hits'],"UK, USA","[""https://www.youtube.com/watch?v=eMcMbWl0fDk""]"
Yahis,The Beatles,['Yesterday'],['Classic & Retro'],UK,"[""https://www.youtube.com/watch?v=NrgmdOz227I""]"
Yahis,The Chainsmokers ft. Halsey,['Closer'],['Pop Hits'],USA,"[""https://www.youtube.com/watch?v=PT2_F-1esPk""]"
Yahis,The Weeknd,['Blinding Lights'],['Pop Hits'],Canada,"[""https://www.youtube.com/watch?v=4NRXx6U8ABQ""]"
Yahis,Tiger JK ft. Jinsil,['Reset'],['Deep & Dramatic'],Korea,"[""https://www.youtube.com/watch?v=i1KCK2ihvNw""]"
Yahis,Toto,['Africa'],['Classic & Retro'],USA,"[""https://www.youtube.com/watch?v=FTQbiNvZqaY""]"
Yahis,Uhm Jung Hwa,['Ending Credit'],['Deep & Dramatic'],Korea,"[""https://www.youtube.com/watch?v=2yDDRpt8KS8""]"
Yahis,Urban Zakapa,['Wish'],['Ballads & Healing'],Korea,"[""https://www.youtube.com/watch?v=7REw41lcshw""]"
Yahis,Westlife,"['Fool Again', 'When You’re Looking Like That', 'If I Let You Go', 'Queen of My Heart', 'World of Our Own', 'Swear It Again', 'Flying Without Wings', 'My Love']","['Pop Hits', 'Pop Hits', 'Pop Hits', 'Pop Hits', 'Pop Hits', 'Pop Hits', 'Pop Hits', 'Pop Hits']",Ireland,"[""https://www.youtube.com/watch?v=H4BB9eGUEaE"", ""https://www.youtube.com/watch?v=gwDv2-tN7hw"", ""https://www.youtube.com/watch?v=7NrQei36fJk"", ""https://www.youtube.com/watch?v=6c64kUiqknY"", ""https://www.youtube.com/watch?v=Jal-vzO8bVE"", ""https://www.youtube.com/watch?v=0UaMsIJ4bR0"", ""https://www.youtube.com/watch?v=vKPGxGCFgTs"", ""https://www.youtube.com/watch?v=ulOb9gIGGd0""]"
Yahis,Xue Zhiqian,['Waiting for You Till 35'],['Deep & Dramatic'],China,"[""https://www.youtube.com/watch?v=eyUmRl3zCx0""]"
Yahis,Yisa Yu,['Time Cooks Rain'],['Ballads & Healing'],China,"[""https://www.youtube.com/watch?v=Ox4RLAKklkE""]"
Yahis,Yoga Lin,['Fulfill'],['Deep & Dramatic'],Taiwan,"[""https://www.youtube.com/watch?v=LTzy8NF3BDo""]"
Yahis,Youmi Kimura,['Always With Me'],['Soundtrack & OST'],Japan,"[""https://www.youtube.com/watch?v=3SgBz8L3cMQ""]"
Yahis,Yoyo Sham,['Light Chaser'],['Ballads & Healing'],China,"[""https://www.youtube.com/watch?v=4oS53XSFRzc""]"
Yahis,Zac Efron & Zendaya,['Rewrite the Stars'],['Soundtrack & OST'],USA,"[""https://www.youtube.com/watch?v=RI-HOQ27QEM""]"
Yahis,Zhang Zhi Hao,['Can or Not'],['Ballads & Healing'],China,"[""https://www.youtube.com/watch?v=5W84GWmnl4s""]"
Yahis,iKON,['Love Scenario'],['Ballads & Healing'],Korea,"[""https://www.youtube.com/watch?v=heIvcW7nw5U""]"
